name,file,theorems_before_count,tactics_count,tactics
lb_step_ordered_failure_pt_mapped_simulation_1_silent,core/PartialMapExecutionSimulations.v,3,101,move;invcs;rewrite;case;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;repeat;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;concludes;break_and;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;rewrite;set;set;set;set;have;rewrite;apply;apply;break_if;break_and;rewrite;have;rewrite;apply;break_if;rewrite;rewrite;split;exact;rewrite;repeat;find_rewrite;case;have;rewrite;repeat;break_let;repeat;tuple_inversion;have;break_and;unfold;repeat;break_let;tuple_inversion;have;rewrite;repeat;break_let;repeat;tuple_inversion;concludes;break_and;have;rewrite;repeat;break_let;repeat;tuple_inversion;rewrite;rewrite;set;set;have;rewrite;apply;rewrite;break_if;rewrite;rewrite;split;exact;rewrite;repeat;find_rewrite;split;exact
PB_input_handler_defn,systems/PrimaryBackup.v,4,18,unfold;intros;pb_unfold;repeat;break_match;repeat;find_inversion;intuition;eauto;rewrite;simpl;find_apply_lem_hyp;find_rewrite;simpl;left;intuition;eexists;eauto
step_failure_deserialized_simulation,systems/SerializedMsgParamsCorrect.v,17,28,move;rewrite;have;rewrite;rewrite;have;rewrite;rewrite;have;rewrite;clear;elim;case;case;rewrite;rewrite;set;have;rewrite;elim;move;rewrite;rewrite;apply;case;left;right;break_and
correspond_Prefix,systems/PrimaryBackup.v,52,6,unfold;intros;break_let;intuition;subst;eauto
revertNetwork_input,systems/SeqNumCorrect.v,15,50,intros;unfold;simpl;assert;find_eapply_lem_hyp;eauto;repeat;find_rewrite;in_crush;find_rewrite;rewrite;rewrite;f_equal;f_equal;rewrite;rewrite;find_rewrite;simpl;unfold;repeat;rewrite;auto;intros;in_crush;find_eapply_lem_hyp;eauto;repeat;break_if;simpl;repeat;find_rewrite;intuition;unfold;find_apply_hyp_hyp;omega;f_equal;apply;intros;repeat;break_if;simpl;repeat;find_rewrite;intuition;apply;intros;repeat;break_if;simpl;intuition
step_ordered_failure_tot_mapped_simulation_star_1,core/TotalMapSimulations.v,43,19,move;change;change;move;induction;rewrite;exact;concludes;repeat;find_rewrite;destruct;destruct;rewrite;find_apply_lem_hyp;rewrite;apply;rewrite;apply;exact
filterMap_pt_map_packet_map_eq_some,core/PartialMapSimulations.v,3,6,move;case;case;injection;rewrite;exact
locks_correct_unlock_net_handlers_old,systems/LockServ.v,36,2,set_up_net_handlers;eauto
step_async_tot_mapped_simulation_1,core/TotalMapSimulations.v,7,30,move;case;move;rewrite;have;case;apply;rewrite;rewrite;case;have;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite;destruct;rewrite;move;apply;rewrite;have;rewrite;rewrite;rewrite;rewrite;rewrite;rewrite
remove_not_in_nop,core/DupDropReordering.v,7,5,induction;simpl;intuition;break_if;congruence
reachable_revert_step,systems/SeqNumCorrect.v,16,67,intros;find_copy_apply_lem_hyp;find_copy_apply_lem_hyp;find_copy_apply_lem_hyp;break_exists;invcs;unfold;revert;break_if;intros;right;find_inversion;simpl;unfold;simpl;intuition;f_equal;f_equal;find_rewrite;symmetry;assert;apply;intros;repeat;break_if;repeat;find_rewrite;intuition;find_rewrite;apply;break_if;intuition;apply;intros;break_if;subst;intuition;left;repeat;break_let;find_inversion;apply;eauto;break_exists;break_and;apply;eauto;left;unfold;repeat;break_let;find_inversion;find_eapply_lem_hyp;eauto;econstructor;simpl;eauto;right;split;auto;unfold;f_equal;f_equal;f_equal;simpl;find_rewrite;eauto
pt_map_onet_event_Map_unfold,core/PartialMapExecutionSimulations.v,4,2,move;rewrite
step_ordered_pt_ext_mapped_simulation_star_1,core/PartialExtendedMapSimulations.v,6,25,move;move;induction;rewrite;rewrite;rewrite;exists;exact;concludes;rewrite;apply;case;move;move;exists;have;apply;have;rewrite;apply;exact;move;move;exists;rewrite
lb_step_execution_lb_step_ordered_failure_tot_map_onet_infseq,core/TotalMapExecutionSimulations.v,8,20,cofix;move;rewrite;inversion;subst;rewrite;apply;apply;have;destruct;have;destruct;simpl;find_rewrite;rewrite;set;have;pose;rewrite;exact
locks_correct_implies_mutex,systems/LiveLockServ.v,2,8,unfold;intros;repeat;find_apply_hyp_hyp;break_exists;find_rewrite;find_inversion;auto
step_async_serialize_simulation,systems/SerializedMsgParamsCorrect.v,1,21,move;apply;rewrite;rewrite;rewrite;rewrite;move;set;have;rewrite;apply;case;rewrite;set;suff;rewrite;elim;case;case;rewrite;rewrite
locks_correct_at_head_preserved,systems/LiveLockServ.v,18,4,unfold;firstorder;rewrite;eauto
trace_inputs_output,systems/Counter.v,20,7,intros;unfold;simpl;repeat;break_match;simpl;congruence
ordered_dynamic_no_outgoing_uninitialized,core/DynamicNetLemmas.v,4,47,move;have;move;induction;rewrite;concludes;invc;rewrite;move;have;eauto;have;eauto;rewrite;rewrite;eauto;apply;move;case;move;exact;move;have;move;rewrite;rewrite;rewrite;case;eauto;break_and;repeat;find_rewrite;simpl;have;find_higher_order_rewrite;move;have;move;rewrite;rewrite;eauto;move;have;move;rewrite;rewrite;eauto
NoDup_all_nodes,systems/PrimaryBackup.v,3,7,unfold;repeat;constructor;intuition;simpl;intuition;congruence
trace_mutual_exclusion'_extend_input,systems/LiveLockServ.v,62,6,induction;intros;simpl;repeat;break_match;intuition
last_holder'_server_extend,systems/LiveLockServ.v,60,6,induction;intros;simpl;repeat;break_match;auto
correspond_inductive,systems/PrimaryBackup.v,48,65,intros;invc;repeat;break_let;simpl;repeat;rewrite;rewrite;rewrite;rewrite;rewrite;apply;subst;rewrite;rewrite;apply;auto;subst;apply;apply;repeat;rewrite;repeat;rewrite;repeat;rewrite;apply;apply;apply;break_and;break_exists;break_or_hyp;repeat;break_let;repeat;find_rewrite;repeat;tuple_inversion;subst;auto;repeat;rewrite;eauto;apply;eauto;apply;eauto;apply;eauto;apply;eauto;rewrite;auto;repeat;find_rewrite;auto;apply;eauto;apply;eauto;rewrite;auto;repeat;find_rewrite;auto
collate_ls_pt_map_eq,core/PartialMapSimulations.v,26,12,elim;move;rewrite;rewrite;set;set;have;rewrite;have;rewrite;rewrite;rewrite
InputHandler_backup_no_msgs,systems/Counter.v,10,6,simpl;unfold;intros;monad_unfold;find_inversion;auto
map_msg_fail_eq_nodup,core/TotalMapSimulations.v,36,3,move;rewrite;exact
step_ordered_dynamic_failure_deserialized_simulation,systems/SerializedMsgParamsCorrect.v,21,35,move;apply;case;have;rewrite;rewrite;have;rewrite;rewrite;left;rewrite;have;rewrite;clear;elim;case;case;rewrite;rewrite;exact;right;move;split;rewrite;split;move;rewrite;set;clear;elim;elim;case;case;rewrite;rewrite
correspond_init,systems/PrimaryBackup.v,43,5,unfold;break_let;simpl;tuple_inversion;auto
ordered_dynamic_failed_then_initialized,core/DynamicNetLemmas.v,2,23,move;have;have;rewrite;move;induction;rewrite;repeat;find_rewrite;concludes;invc;rewrite;move;right;exact;move;exact;move;exact;move;case;rewrite;exact
locks_correct_init,systems/LiveLockServ.v,4,3,unfold;simpl;discriminate
InputUnlock_enabled,systems/LiveLockServ.v,92,12,intros;destruct;simpl;unfold;assert;break_exists;repeat;eexists;unfold;unfold;apply;eauto
step_failure_tot_mapped_simulation_star_1,core/TotalMapSimulations.v,14,19,move;change;change;move;induction;rewrite;exact;concludes;repeat;find_rewrite;destruct;destruct;rewrite;find_apply_lem_hyp;rewrite;apply;rewrite;apply;exact
locks_correct_unlock_net_handlers_new,systems/LiveLockServ.v,39,2,set_up_net_handlers;auto
tot_map_name_in,core/TotalMapSimulations.v,33,7,elim;move;case;left;exact;right;exact
hd_error_filterMap_pt_map_msg,core/PartialMapSimulations.v,33,4,case;move;find_injection;break_match
pt_map_odnet_tot_map_label_event_inf_often_occurred_conv,core/PartialMapExecutionSimulations.v,19,9,move;apply;apply;exact;exact;case;rewrite;move;exact
step_ordered_failure_deserialized_simulation,systems/SerializedMsgParamsCorrect.v,19,35,move;apply;case;have;rewrite;rewrite;have;rewrite;rewrite;left;rewrite;have;rewrite;clear;elim;case;case;rewrite;rewrite;exact;right;break_and;split;rewrite;split;move;rewrite;set;clear;elim;elim;case;case;rewrite;rewrite
step_ordered_dynamic_failure_pt_mapped_simulation_1,core/PartialMapSimulations.v,27,202,move;invcs;left;rewrite;apply;exact;set;set;set;set;have;rewrite;apply;rewrite;break_match_goal;break_if;break_if;congruence;repeat;find_rewrite;repeat;find_rewrite_lem;find_reverse_rewrite;find_rewrite_lem;find_rewrite;break_if;break_if;congruence;find_rewrite;repeat;find_rewrite;repeat;find_rewrite_lem;rewrite;have;rewrite;rewrite;rewrite;set;set;set;set;set;have;rewrite;apply;rewrite;apply;rewrite;rewrite;apply;apply;exact;apply;exact;move;apply;apply;rewrite;rewrite;suff;rewrite;rewrite;elim;rewrite;move;set;set;set;move;have;have;unfold;repeat;break_or_hyp;repeat;break_and;repeat;find_rewrite;find_apply_lem_hyp;find_apply_lem_hyp;case;case;rewrite;find_apply_lem_hyp;find_apply_lem_hyp;rewrite;destruct;left;rewrite;apply;exact;exact;rewrite;rewrite;find_rewrite;rewrite;rewrite;repeat;break_let;tuple_inversion;set;set;rewrite;suff;rewrite;rewrite;apply;repeat;break_if;congruence;rewrite;rewrite;find_rewrite;find_rewrite_lem;rewrite;right;have;rewrite;split;rewrite;set;set;set;set;have;rewrite;apply;rewrite;case;rewrite;have;rewrite;apply;apply;rewrite;break_if;break_and;rewrite;rewrite;case;left;apply;exact;exact;rewrite;have;rewrite;find_rewrite;rewrite;rewrite;set;set;suff;rewrite;rewrite;apply;repeat;break_if;congruence;rewrite;rewrite;find_rewrite;find_rewrite_lem;rewrite;right;rewrite;have;rewrite;split;rewrite;set;set;have;rewrite;apply;rewrite;case;rewrite;rewrite;left;rewrite;set;have;rewrite;rewrite;apply;apply;exact;apply;exact;move;rewrite;apply;exact;exact;rewrite;rewrite;have;have;have;rewrite
strong_fairness_weak,core/LabeledNet.v,4,6,move;case;rewrite;move;apply;exact
tot_map_odnet_event_map_unfold,core/TotalMapExecutionSimulations.v,13,2,move;rewrite
